単元,Q.単元,品詞,Q.品詞,単語,異形,Q.単語,出現回数,answer,間違い1,間違い2,間違い3,kaisetsu,辞書引用,抜粋,ランダム,ショートコード,,,
15:受動態と中間態,15:受動態と中間態クイズ,その他の動詞,その他の動詞クイズ,ὑποστρέφω,,Q. ὑποστρέφω,35,戻る,苦しませる、悲しませる,妨げる,（声に出して）泣く、泣き悲しむ,(35)戻る,戻る,(35)戻る,"""true""","[quiz question=""戻る,苦しませる、悲しませる,妨げる,（声に出して）泣く、泣き悲しむ"" answer=""戻る"" kaisetsu=""(35)戻る"" random=""true""]ὑποστρέφω[/quiz]",,,
15:受動態と中間態,15:受動態と中間態クイズ,その他の動詞,その他の動詞クイズ,φαίνω,,Q. φαίνω,31,明るみに出す、輝く,戻る,苦しませる、悲しませる,妨げる,(31)明るみに出す、輝く,明るみに出す、輝く,(31)明るみに出す、輝く,"""true""","[quiz question=""明るみに出す、輝く,戻る,苦しませる、悲しませる,妨げる"" answer=""明るみに出す、輝く"" kaisetsu=""(31)明るみに出す、輝く"" random=""true""]φαίνω[/quiz]",,,
15:受動態と中間態,15:受動態と中間態クイズ,その他の動詞,その他の動詞クイズ,φρονέω,,Q. φρονέω,26,考慮する,明るみに出す、輝く,戻る,苦しませる、悲しませる,(26)考慮する,考慮する,(26)考慮する,"""true""","[quiz question=""考慮する,明るみに出す、輝く,戻る,苦しませる、悲しませる"" answer=""考慮する"" kaisetsu=""(26)考慮する"" random=""true""]φρονέω[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,ἀκοή,,Q. ἀκοή,24,報告、噂、聴聞,地方、田舎,寡婦、未亡人,部族、民族,(24)報告、噂、聴聞,報告、噂、聴聞,(24)報告、噂、聴聞,"""true""","[quiz question=""報告、噂、聴聞,地方、田舎,寡婦、未亡人,部族、民族"" answer=""報告、噂、聴聞"" kaisetsu=""(24)報告、噂、聴聞"" random=""true""]ἀκοή[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,ἀσθένεια,,Q. ἀσθένεια,24,弱さ、病気,報告、噂、聴聞,地方、田舎,寡婦、未亡人,(24)弱さ、病気,弱さ、病気,(24)弱さ、病気,"""true""","[quiz question=""弱さ、病気,報告、噂、聴聞,地方、田舎,寡婦、未亡人"" answer=""弱さ、病気"" kaisetsu=""(24)弱さ、病気"" random=""true""]ἀσθένεια[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,διδαχή,,Q. διδαχή,30,教え（内容／行為）,弱さ、病気,報告、噂、聴聞,地方、田舎,(30)教え（内容／行為）,教え（内容／行為）,(30)教え（内容／行為）,"""true""","[quiz question=""教え（内容／行為）,弱さ、病気,報告、噂、聴聞,地方、田舎"" answer=""教え（内容／行為）"" kaisetsu=""(30)教え（内容／行為）"" random=""true""]διδαχή[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,ἑορτή,,Q. ἑορτή,25,祭り、節介,教え（内容／行為）,弱さ、病気,報告、噂、聴聞,(25)祭り、節介,祭り、節介,(25)祭り、節介,"""true""","[quiz question=""祭り、節介,教え（内容／行為）,弱さ、病気,報告、噂、聴聞"" answer=""祭り、節介"" kaisetsu=""(25)祭り、節介"" random=""true""]ἑορτή[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,ἐπιστολή,,Q. ἐπιστολή,24,手紙、通信,祭り、節介,教え（内容／行為）,弱さ、病気,(24)手紙、通信,手紙、通信,(24)手紙、通信,"""true""","[quiz question=""手紙、通信,祭り、節介,教え（内容／行為）,弱さ、病気"" answer=""手紙、通信"" kaisetsu=""(24)手紙、通信"" random=""true""]ἐπιστολή[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,θυσία,,Q. θυσία,28,生け贄、供え物,手紙、通信,祭り、節介,教え（内容／行為）,(28)生け贄、供え物,生け贄、供え物,(28)生け贄、供え物,"""true""","[quiz question=""生け贄、供え物,手紙、通信,祭り、節介,教え（内容／行為）"" answer=""生け贄、供え物"" kaisetsu=""(28)生け贄、供え物"" random=""true""]θυσία[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,κώμη,,Q. κώμη,27,村,生け贄、供え物,手紙、通信,祭り、節介,(27)村,村,(27)村,"""true""","[quiz question=""村,生け贄、供え物,手紙、通信,祭り、節介"" answer=""村"" kaisetsu=""(27)村"" random=""true""]κώμη[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,μάχαιρα,,Q. μάχαιρα,29,剣,村,生け贄、供え物,手紙、通信,(29)剣,剣,(29)剣,"""true""","[quiz question=""剣,村,生け贄、供え物,手紙、通信"" answer=""剣"" kaisetsu=""(29)剣"" random=""true""]μάχαιρα[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,νεφέλη,,Q. νεφέλη,25,雲,剣,村,生け贄、供え物,(25)雲,雲,(25)雲,"""true""","[quiz question=""雲,剣,村,生け贄、供え物"" answer=""雲"" kaisetsu=""(25)雲"" random=""true""]νεφέλη[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,παρουσία,,Q. παρουσία,24,臨在、到来,雲,剣,村,(24)臨在、到来,臨在、到来,(24)臨在、到来,"""true""","[quiz question=""臨在、到来,雲,剣,村"" answer=""臨在、到来"" kaisetsu=""(24)臨在、到来"" random=""true""]παρουσία[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,περιτομή,,Q. περιτομή,36,割礼,臨在、到来,雲,剣,(36)割礼,割礼,(36)割礼,"""true""","[quiz question=""割礼,臨在、到来,雲,剣"" answer=""割礼"" kaisetsu=""(36)割礼"" random=""true""]περιτομή[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,πορνεία,,Q. πορνεία,25,不道徳な性交,割礼,臨在、到来,雲,(25)不道徳な性交,不道徳な性交,(25)不道徳な性交,"""true""","[quiz question=""不道徳な性交,割礼,臨在、到来,雲"" answer=""不道徳な性交"" kaisetsu=""(25)不道徳な性交"" random=""true""]πορνεία[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,ποσευχή,,Q. ποσευχή,36,祈り,不道徳な性交,割礼,臨在、到来,(36)祈り,祈り,(36)祈り,"""true""","[quiz question=""祈り,不道徳な性交,割礼,臨在、到来"" answer=""祈り"" kaisetsu=""(36)祈り"" random=""true""]ποσευχή[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,ὑπομονή,,Q. ὑπομονή,32,忍耐,祈り,不道徳な性交,割礼,(32)忍耐,忍耐,(32)忍耐,"""true""","[quiz question=""忍耐,祈り,不道徳な性交,割礼"" answer=""忍耐"" kaisetsu=""(32)忍耐"" random=""true""]ὑπομονή[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,φυλή,,Q. φυλή,31,部族、民族,忍耐,祈り,不道徳な性交,(31)部族、民族,部族、民族,(31)部族、民族,"""true""","[quiz question=""部族、民族,忍耐,祈り,不道徳な性交"" answer=""部族、民族"" kaisetsu=""(31)部族、民族"" random=""true""]φυλή[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,χήρα,,Q. χήρα,26,寡婦、未亡人,部族、民族,忍耐,祈り,(26)寡婦、未亡人,寡婦、未亡人,(26)寡婦、未亡人,"""true""","[quiz question=""寡婦、未亡人,部族、民族,忍耐,祈り"" answer=""寡婦、未亡人"" kaisetsu=""(26)寡婦、未亡人"" random=""true""]χήρα[/quiz]",,,
16:完了形,16:完了形クイズ,第1変化の女性名詞,第1変化の女性名詞クイズ,χώρα,,Q. χώρα,28,地方、田舎,寡婦、未亡人,部族、民族,忍耐,(28)地方、田舎,地方、田舎,(28)地方、田舎,"""true""","[quiz question=""地方、田舎,寡婦、未亡人,部族、民族,忍耐"" answer=""地方、田舎"" kaisetsu=""(28)地方、田舎"" random=""true""]χώρα[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,τρεῑς（中性名詞にはτρία）,τρία,Q. τρεῑς（中性名詞にはτρία）,68,３,おぉ！、あぁ！,第3の,第2の,(68)３,３,(68)３,"""true""","[quiz question=""３,おぉ！、あぁ！,第3の,第2の"" answer=""３"" kaisetsu=""(68)３"" random=""true""]τρεῑς（中性名詞にはτρία）[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,τέσσαρες（中性名詞にはτέσσαρα）,τέσσαρα,Q. τέσσαρες（中性名詞にはτέσσαρα）,41,４,３,おぉ！、あぁ！,第3の,(41)４,４,(41)４,"""true""","[quiz question=""４,３,おぉ！、あぁ！,第3の"" answer=""４"" kaisetsu=""(41)４"" random=""true""]τέσσαρες（中性名詞にはτέσσαρα）[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,πέντε,,Q. πέντε,38,（不変化）５,４,３,おぉ！、あぁ！,(38)（不変化）５,（不変化）５,(38)（不変化）５,"""true""","[quiz question=""（不変化）５,４,３,おぉ！、あぁ！"" answer=""（不変化）５"" kaisetsu=""(38)（不変化）５"" random=""true""]πέντε[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,ἕξ,,Q. ἕξ,13,（不変化）６,（不変化）５,４,３,(13)（不変化）６,（不変化）６,(13)（不変化）６,"""true""","[quiz question=""（不変化）６,（不変化）５,４,３"" answer=""（不変化）６"" kaisetsu=""(13)（不変化）６"" random=""true""]ἕξ[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,ἑπτα,,Q. ἑπτα,88,（不変化）７,（不変化）６,（不変化）５,４,(88)（不変化）７,（不変化）７,(88)（不変化）７,"""true""","[quiz question=""（不変化）７,（不変化）６,（不変化）５,４"" answer=""（不変化）７"" kaisetsu=""(88)（不変化）７"" random=""true""]ἑπτα[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,ὀκτώ,,Q. ὀκτώ,8,（不変化）８,（不変化）７,（不変化）６,（不変化）５,(8)（不変化）８,（不変化）８,(8)（不変化）８,"""true""","[quiz question=""（不変化）８,（不変化）７,（不変化）６,（不変化）５"" answer=""（不変化）８"" kaisetsu=""(8)（不変化）８"" random=""true""]ὀκτώ[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,ἐννέα,,Q. ἐννέα,5,（不変化）９,（不変化）８,（不変化）７,（不変化）６,(5)（不変化）９,（不変化）９,(5)（不変化）９,"""true""","[quiz question=""（不変化）９,（不変化）８,（不変化）７,（不変化）６"" answer=""（不変化）９"" kaisetsu=""(5)（不変化）９"" random=""true""]ἐννέα[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,δέκα,,Q. δέκα,25,（不変化）１０,（不変化）９,（不変化）８,（不変化）７,(25)（不変化）１０,（不変化）１０,(25)（不変化）１０,"""true""","[quiz question=""（不変化）１０,（不変化）９,（不変化）８,（不変化）７"" answer=""（不変化）１０"" kaisetsu=""(25)（不変化）１０"" random=""true""]δέκα[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,δώδεκα,,Q. δώδεκα,75,（不変化）１２,（不変化）１０,（不変化）９,（不変化）８,(75)（不変化）１２,（不変化）１２,(75)（不変化）１２,"""true""","[quiz question=""（不変化）１２,（不変化）１０,（不変化）９,（不変化）８"" answer=""（不変化）１２"" kaisetsu=""(75)（不変化）１２"" random=""true""]δώδεκα[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,ἑκατόν,,Q. ἑκατόν,17,（不変化）１００,（不変化）１２,（不変化）１０,（不変化）９,(17)（不変化）１００,（不変化）１００,(17)（不変化）１００,"""true""","[quiz question=""（不変化）１００,（不変化）１２,（不変化）１０,（不変化）９"" answer=""（不変化）１００"" kaisetsu=""(17)（不変化）１００"" random=""true""]ἑκατόν[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,χιριάς,,Q. χιριάς,23,１０００,（不変化）１００,（不変化）１２,（不変化）１０,(23)１０００,１０００,(23)１０００,"""true""","[quiz question=""１０００,（不変化）１００,（不変化）１２,（不変化）１０"" answer=""１０００"" kaisetsu=""(23)１０００"" random=""true""]χιριάς[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,πρῶτος,,Q. πρῶτος,155,第1の、最初の,１０００,（不変化）１００,（不変化）１２,(155)第1の、最初の,第1の、最初の,(155)第1の、最初の,"""true""","[quiz question=""第1の、最初の,１０００,（不変化）１００,（不変化）１２"" answer=""第1の、最初の"" kaisetsu=""(155)第1の、最初の"" random=""true""]πρῶτος[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,δεύτερος,,Q. δεύτερος,43,第2の,第1の、最初の,１０００,（不変化）１００,(43)第2の,第2の,(43)第2の,"""true""","[quiz question=""第2の,第1の、最初の,１０００,（不変化）１００"" answer=""第2の"" kaisetsu=""(43)第2の"" random=""true""]δεύτερος[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,τρίτος,,Q. τρίτος,56,第3の,第2の,第1の、最初の,１０００,(56)第3の,第3の,(56)第3の,"""true""","[quiz question=""第3の,第2の,第1の、最初の,１０００"" answer=""第3の"" kaisetsu=""(56)第3の"" random=""true""]τρίτος[/quiz]",,,
16:完了形,16:完了形クイズ,数詞と間投詞,数詞と間投詞クイズ,οὐαί,,Q. οὐαί,46,おぉ！、あぁ！,第3の,第2の,第1の、最初の,(46)おぉ！、あぁ！,おぉ！、あぁ！,(46)おぉ！、あぁ！,"""true""","[quiz question=""おぉ！、あぁ！,第3の,第2の,第1の、最初の"" answer=""おぉ！、あぁ！"" kaisetsu=""(46)おぉ！、あぁ！"" random=""true""]οὐαί[/quiz]",,,
16:完了形,16:完了形クイズ,不規則変化の完了形,不規則変化の完了形クイズ,ἑώρακα,,Q. ἑώρακα,-,ὁραωの完了形,第1の、最初の,寡婦、未亡人,報告、噂、聴聞,(-)ὁραωの完了形,ὁραωの完了形,(-)ὁραωの完了形,"""true""","[quiz question=""ὁραωの完了形,第1の、最初の,寡婦、未亡人,報告、噂、聴聞"" answer=""ὁραωの完了形"" kaisetsu=""(-)ὁραωの完了形"" random=""true""]ἑώρακα[/quiz]",,,
16:完了形,16:完了形クイズ,不規則変化の完了形,不規則変化の完了形クイズ,ἀκήκοα,,Q. ἀκήκοα,-,ἀκούωの完了形,第2の,地方、田舎,弱さ、病気,(-)ἀκούωの完了形,ἀκούωの完了形,(-)ἀκούωの完了形,"""true""","[quiz question=""ἀκούωの完了形,第2の,地方、田舎,弱さ、病気"" answer=""ἀκούωの完了形"" kaisetsu=""(-)ἀκούωの完了形"" random=""true""]ἀκήκοα[/quiz]",,,
17:接続法,17:接続法クイズ,小辞,小辞クイズ,ἄν,,Q. ἄν,166,条件を表す小辞,（＋接続法）ἀνの代用,（＋接続法）～いつでも,（＋接続法）～のために,(166)条件を表す小辞,条件を表す小辞,(166)条件を表す小辞,"""true""","[quiz question=""条件を表す小辞,（＋接続法）ἀνの代用,（＋接続法）～いつでも,（＋接続法）～のために"" answer=""条件を表す小辞"" kaisetsu=""(166)条件を表す小辞"" random=""true""]ἄν[/quiz]",,,
17:接続法,17:接続法クイズ,小辞,小辞クイズ,ἄχρι,,Q. ἄχρι,49,（＋属）～まで（時間、空間的）,（＋接続法）ἀνの代用,（＋接続法）～のために,（＋接続法）～いつでも,(49)（＋属）～まで（時間、空間的）,（＋属）～まで（時間、空間的）,(49)（＋属）～まで（時間、空間的）,"""true""","[quiz question=""（＋属）～まで（時間、空間的）,（＋接続法）ἀνの代用,（＋接続法）～のために,（＋接続法）～いつでも"" answer=""（＋属）～まで（時間、空間的）"" kaisetsu=""(49)（＋属）～まで（時間、空間的）"" random=""true""]ἄχρι[/quiz]",,,
17:接続法,17:接続法クイズ,小辞,小辞クイズ,ἵνα,,Q. ἵνα,663,（＋接続法）～のために,（＋属）～まで（時間、空間的）,（＋接続法）～のために,（＋接続法）ἀνの代用,(663)（＋接続法）～のために,（＋接続法）～のために,(663)（＋接続法）～のために,"""true""","[quiz question=""（＋接続法）～のために,（＋属）～まで（時間、空間的）,（＋接続法）～のために,（＋接続法）ἀνの代用"" answer=""（＋接続法）～のために"" kaisetsu=""(663)（＋接続法）～のために"" random=""true""]ἵνα[/quiz]",,,
17:接続法,17:接続法クイズ,小辞,小辞クイズ,ὅπως,,Q. ὅπως,53,（＋接続法）～のために,（＋接続法）～のために,（＋属）～まで（時間、空間的）,（＋接続法）～いつでも,(53)（＋接続法）～のために,（＋接続法）～のために,(53)（＋接続法）～のために,"""true""","[quiz question=""（＋接続法）～のために,（＋接続法）～のために,（＋属）～まで（時間、空間的）,（＋接続法）～いつでも"" answer=""（＋接続法）～のために"" kaisetsu=""(53)（＋接続法）～のために"" random=""true""]ὅπως[/quiz]",,,
17:接続法,17:接続法クイズ,小辞,小辞クイズ,ὅταν,,Q. ὅταν,123,（＋接続法）～いつでも,（＋接続法）～のために,（＋接続法）ἀνの代用,（＋属）～まで（時間、空間的）,(123)（＋接続法）～いつでも,（＋接続法）～いつでも,(123)（＋接続法）～いつでも,"""true""","[quiz question=""（＋接続法）～いつでも,（＋接続法）～のために,（＋接続法）ἀνの代用,（＋属）～まで（時間、空間的）"" answer=""（＋接続法）～いつでも"" kaisetsu=""(123)（＋接続法）～いつでも"" random=""true""]ὅταν[/quiz]",,,
17:接続法,17:接続法クイズ,小辞,小辞クイズ,ἐάν,,Q. ἐάν,351,（＋接続法）ἀνの代用,（＋接続法）～いつでも,（＋属）～まで（時間、空間的）,（＋接続法）～のために,(351)（＋接続法）ἀνの代用,（＋接続法）ἀνの代用,(351)（＋接続法）ἀνの代用,"""true""","[quiz question=""（＋接続法）ἀνの代用,（＋接続法）～いつでも,（＋属）～まで（時間、空間的）,（＋接続法）～のために"" answer=""（＋接続法）ἀνの代用"" kaisetsu=""(351)（＋接続法）ἀνの代用"" random=""true""]ἐάν[/quiz]",,,
17:接続法,17:接続法クイズ,第２変化名詞,第２変化名詞クイズ,"αγρός,-οῦ,ὁ",,"Q. αγρός,-οῦ,ὁ",36,野、耕地、田舎,葡萄酒,太陽,敵,(36)野、耕地、田舎,野、耕地、田舎,(36)野、耕地、田舎,"""true""","[quiz question=""野、耕地、田舎,（＋接続法）ἀνの代用,（＋接続法）～いつでも,（＋接続法）～のために"" answer=""野、耕地、田舎"" kaisetsu=""(36)野、耕地、田舎"" random=""true""]αγρός,-οῦ,ὁ[/quiz]",,,
17:接続法,17:接続法クイズ,第２変化名詞,第２変化名詞クイズ,"ἄνεμος,ἀνέμου,ὁ",,"Q. ἄνεμος,ἀνέμου,ὁ",31,風,野、耕地、田舎,葡萄酒,太陽,(31)風,風,(31)風,"""true""","[quiz question=""風,野、耕地、田舎,（＋接続法）～のために,（＋接続法）～いつでも"" answer=""風"" kaisetsu=""(31)風"" random=""true""]ἄνεμος,ἀνέμου,ὁ[/quiz]",,,
17:接続法,17:接続法クイズ,第２変化名詞,第２変化名詞クイズ,"διάκονος,διακόνου,ὁ",,"Q. διάκονος,διακόνου,ὁ",29,給仕人,風,野、耕地、田舎,葡萄酒,(29)給仕人,給仕人,(29)給仕人,"""true""","[quiz question=""給仕人,風,野、耕地、田舎,（＋接続法）ἀνの代用"" answer=""給仕人"" kaisetsu=""(29)給仕人"" random=""true""]διάκονος,διακόνου,ὁ[/quiz]",,,
17:接続法,17:接続法クイズ,第２変化名詞,第２変化名詞クイズ,"ἐχθρός,-οῦ,ὁ",,"Q. ἐχθρός,-οῦ,ὁ",32,敵,給仕人,風,野、耕地、田舎,(32)敵,敵,(32)敵,"""true""","[quiz question=""敵,給仕人,風,野、耕地、田舎"" answer=""敵"" kaisetsu=""(32)敵"" random=""true""]ἐχθρός,-οῦ,ὁ[/quiz]",,,
17:接続法,17:接続法クイズ,第２変化名詞,第２変化名詞クイズ,"ἥριος,ἡρίου,ὁ",,"Q. ἥριος,ἡρίου,ὁ",32,太陽,敵,給仕人,風,(32)太陽,太陽,(32)太陽,"""true""","[quiz question=""太陽,敵,給仕人,風"" answer=""太陽"" kaisetsu=""(32)太陽"" random=""true""]ἥριος,ἡρίου,ὁ[/quiz]",,,
17:接続法,17:接続法クイズ,第２変化名詞,第２変化名詞クイズ,"οἶνος,οἴνου,ὁ",,"Q. οἶνος,οἴνου,ὁ",34,葡萄酒,太陽,敵,給仕人,(34)葡萄酒,葡萄酒,(34)葡萄酒,"""true""","[quiz question=""葡萄酒,太陽,敵,給仕人"" answer=""葡萄酒"" kaisetsu=""(34)葡萄酒"" random=""true""]οἶνος,οἴνου,ὁ[/quiz]",,,
17:接続法,17:接続法クイズ,動詞,動詞クイズ,ἀναιρέω,,Q. ἀναιρέω,24,私は取り除く、殺す,貧しい、卑しい,必要,牢獄、見張り,(24)私は取り除く、殺す,私は取り除く、殺す,(24)私は取り除く、殺す,"""true""","[quiz question=""私は取り除く、殺す,葡萄酒,太陽,敵"" answer=""私は取り除く、殺す"" kaisetsu=""(24)私は取り除く、殺す"" random=""true""]ἀναιρέω[/quiz]",,,
17:接続法,17:接続法クイズ,動詞,動詞クイズ,κατηγορέω,,Q. κατηγορέω,23,～非難する,私は取り除く、殺す,貧しい、卑しい,必要,(23)～非難する,～非難する,(23)～非難する,"""true""","[quiz question=""～非難する,私は取り除く、殺す,葡萄酒,太陽"" answer=""～非難する"" kaisetsu=""(23)～非難する"" random=""true""]κατηγορέω[/quiz]",,,
17:接続法,17:接続法クイズ,動詞,動詞クイズ,ὁμολογέω,,Q. ὁμολογέω,26,～約束する、告白する,～非難する,私は取り除く、殺す,貧しい、卑しい,(26)～約束する、告白する,～約束する、告白する,(26)～約束する、告白する,"""true""","[quiz question=""～約束する、告白する,～非難する,私は取り除く、殺す,葡萄酒"" answer=""～約束する、告白する"" kaisetsu=""(26)～約束する、告白する"" random=""true""]ὁμολογέω[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"γενεά,-ᾶς,ἡ",,"Q. γενεά,-ᾶς,ἡ",43,家族、世代,～約束する、告白する,～非難する,私は取り除く、殺す,(43)家族、世代,家族、世代,(43)家族、世代,"""true""","[quiz question=""家族、世代,～約束する、告白する,～非難する,私は取り除く、殺す"" answer=""家族、世代"" kaisetsu=""(43)家族、世代"" random=""true""]γενεά,-ᾶς,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"γλῶσσα,-ης,ἡ",,"Q. γλῶσσα,-ης,ἡ",50,舌、言語、異言,家族、世代,～約束する、告白する,～非難する,(50)舌、言語、異言,舌、言語、異言,(50)舌、言語、異言,"""true""","[quiz question=""舌、言語、異言,家族、世代,～約束する、告白する,～非難する"" answer=""舌、言語、異言"" kaisetsu=""(50)舌、言語、異言"" random=""true""]γλῶσσα,-ης,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"γραφή,-ῆς,ἡ",,"Q. γραφή,-ῆς,ἡ",50,書物、聖書,舌、言語、異言,家族、世代,～約束する、告白する,(50)書物、聖書,書物、聖書,(50)書物、聖書,"""true""","[quiz question=""書物、聖書,舌、言語、異言,家族、世代,～約束する、告白する"" answer=""書物、聖書"" kaisetsu=""(50)書物、聖書"" random=""true""]γραφή,-ῆς,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"διαθήκη,-ης,ἡ",,"Q. διαθήκη,-ης,ἡ",33,契約、遺言,書物、聖書,舌、言語、異言,家族、世代,(33)契約、遺言,契約、遺言,(33)契約、遺言,"""true""","[quiz question=""契約、遺言,書物、聖書,舌、言語、異言,家族、世代"" answer=""契約、遺言"" kaisetsu=""(33)契約、遺言"" random=""true""]διαθήκη,-ης,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"διακονία,-ας,ἡ",,"Q. διακονία,-ας,ἡ",34,給仕、勤め,契約、遺言,書物、聖書,舌、言語、異言,(34)給仕、勤め,給仕、勤め,(34)給仕、勤め,"""true""","[quiz question=""給仕、勤め,契約、遺言,書物、聖書,舌、言語、異言"" answer=""給仕、勤め"" kaisetsu=""(34)給仕、勤め"" random=""true""]διακονία,-ας,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"ἑπαγγελία,-ας,ἡ",,"Q. ἑπαγγελία,-ας,ἡ",52,約束,給仕、勤め,契約、遺言,書物、聖書,(52)約束,約束,(52)約束,"""true""","[quiz question=""約束,給仕、勤め,契約、遺言,書物、聖書"" answer=""約束"" kaisetsu=""(52)約束"" random=""true""]ἑπαγγελία,-ας,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"ἐπιθυμία,-ας,ἡ",,"Q. ἐπιθυμία,-ας,ἡ",38,願望、欲望,約束,給仕、勤め,契約、遺言,(38)願望、欲望,願望、欲望,(38)願望、欲望,"""true""","[quiz question=""願望、欲望,約束,給仕、勤め,契約、遺言"" answer=""願望、欲望"" kaisetsu=""(38)願望、欲望"" random=""true""]ἐπιθυμία,-ας,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"θύρα,-ας,ἡ",,"Q. θύρα,-ας,ἡ",39,戸,願望、欲望,約束,給仕、勤め,(39)戸,戸,(39)戸,"""true""","[quiz question=""戸,願望、欲望,約束,給仕、勤め"" answer=""戸"" kaisetsu=""(39)戸"" random=""true""]θύρα,-ας,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"Ἰουδαία,-ας,ἡ",,"Q. Ἰουδαία,-ας,ἡ",43,ユダヤ（地方）,戸,願望、欲望,約束,(43)ユダヤ（地方）,ユダヤ（地方）,(43)ユダヤ（地方）,"""true""","[quiz question=""ユダヤ（地方）,戸,願望、欲望,約束"" answer=""ユダヤ（地方）"" kaisetsu=""(43)ユダヤ（地方）"" random=""true""]Ἰουδαία,-ας,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"μαρτυρία,--ας,ἡ",,"Q. μαρτυρία,--ας,ἡ",37,証言、証し,ユダヤ（地方）,戸,願望、欲望,(37)証言、証し,証言、証し,(37)証言、証し,"""true""","[quiz question=""証言、証し,ユダヤ（地方）,戸,願望、欲望"" answer=""証言、証し"" kaisetsu=""(37)証言、証し"" random=""true""]μαρτυρία,--ας,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"ὀργή,-ῆς,ἡ",,"Q. ὀργή,-ῆς,ἡ",36,怒り,証言、証し,ユダヤ（地方）,戸,(36)怒り,怒り,(36)怒り,"""true""","[quiz question=""怒り,証言、証し,ユダヤ（地方）,戸"" answer=""怒り"" kaisetsu=""(36)怒り"" random=""true""]ὀργή,-ῆς,ἡ[/quiz]",,,
